ID,text,target
228452,@joeymcintyre we will be watching when it airs here so it will feel like we are part of it  So Australia will be there in spirit!?,1
228450,@joeymcintyre We can't believe you waited so long to Tweet too...What has gotten into you  lol Love ya Joe!!!,1
228449,@joeymcintyre We always knew u were hot... tonight u proved it ,1
228446,@joeymcintyre Twittle Twittle! ,1
228445,@joeymcintyre Too funny...I love it! Let's Read This! ,1
228444,@joeymcintyre That's so sweet!  What a cute picture ... little Joey Joe     Good memories... Joey Joe is what I used to fall asleep to! ,1
228443,@joeymcintyre Thats awesome Joe!! Have fun with it ,1
228442,@joeymcintyre Sounds good to me!  Counting down the days! Love from Holland ! X,1
228441,@joeymcintyre Sounds good to me ,1
228440,@joeymcintyre So sweet u giving out birthday tweets   Did u wish Drummer @_CrC_ one too ;),1
228433,"@jodiemim Yeah, I just can't do a backpack because my back gets way too sweaty ",1
228432,@jodiem oooo i havent seen the frunk tweets from yesterday! will check the out ,1
228430,@jodielynne I was really happy to see that too! ,1
228428,"@jodiekearns easy - you get the iphone, @jamesmoran gets you the corset, everybody wins ",1
228426,@JodieGiese yeah- there was definitely a pillow fight. ,1
228424,"@JodieGiese Hey, did you call to thank me ?  no prob. i hope it helped out!",1
228423,@JodieGiese For you? That seems like a silly question ,1
228421,@JodieDibbs Thankyou babes. Hope you have a good day today watchin the men  enjoy the sunshine! xxx,1
228420,"@JodieDibbs  Wow, shower sounds gooooddd  XXX",1
228418,@jodie_marsh twitpic.com or something ,1
228416,"@JodiCleghorn I was thinking of you last week, there is a &quot;Gleghorn road&quot; in Kallista ",1
228415,@JodiCleghorn Ditto on the product floggers  Rereads of On Writing always does the confidence good!,1
228414,"@jodicasting Oh, let me guess ... pink car? ",1
228413,@JodiBredekamp Lol... no I don't  Patiently waiting... GETTING IT IN THE WEEK!!!!,1
228410,@JodiAlbert Awwww bless him!  Bet you're both very excited!! All the best for the future! Love ya both! *Big kiss from Belgium* ;),1
228408,@JodiAceVA Not as productive as I'd like. Have been in meetings until now and have HEAPS to do. Guess I should get off Twitter? ,1
228407,@JodiAceVA  Thank you so much I love my helpful twitter friends ,1
228404,@Jodi_Kiely we should ALL dress up in little red starfleet miniskirts! that would be so much fun ,1
228402,@jodenecoza You're welcome ,1
228401,@jodenecoza You're OK.  It's 8:00 pm here.  You can stay up a while longer.  ,1
228400,"@jodenecoza lolz hi there!  your top favorites will be great haha. Creative and Fun , thanks!",1
228396,"@heartstation it's a great website, keep up the good work! look forward to reading it once i get my Japanese working  have a good day!",1
228394,@Heartsongs Internet radio does wonders. ,1
228393,@heartsnsparkles i lurrrrrve that song ,1
228390,@heartreach Thank U for the #woofwednesday waggly tail...  I love waggly tails!,1
228389,@heartoholic Thank you ,1
228388,@heartofzaphod What a gorgeous puppy *heart* ,1
228387,"@heartofwisdom Young's Literal Version is a word for word, so I think they literally translated word for word hehe. ",1
228386,@heartofwisdom Amen ,1
228385,@heartoffire okay doke  u with neil?,1
228383,"@heartns0ul I wish you could come, too! Have a fantastic weekend. ",1
228382,@heartnibbler food network has a magazine? ,1
228378,"@heartmychloe Yeah, they'll never be at the same school again..I almost cried when I realized that! Then I had chocolate &amp; felt better! ",1
228377,@heartmychloe I've got it set up to tape already ,1
228375,@HeartMileyCyrus yea. you have finished your day at school ? ,1
228374,@HeartMileyCyrus thanks for following mii back! hope we could be good twitter buddies! ,1
228373,"@HeartMileyCyrus omgosh, that's awesome. i know how to speak indonesian ",1
228372,@HeartMileyCyrus Okay ,1
228369,"@HeartMileyCyrus Im ok, and in a cant-be-bothered-doing-homework-mood. HBU? ",1
228368,@HeartMileyCyrus i had 'em yest ,1
228367,@heartmileycyrus How about a sandwich ,1
228366,@HeartMileyCyrus hey  how are you?,1
228365,"@HeartMileyCyrus heey, sup ? follow me ? ",1
228364,@HeartMileyCyrus Hahaha! Yess  please follow my 2 wonderful cousins! @yana008 and @gabbie18  and @SupportMadison = I made this. ,1
228363,@HeartMileyCyrus - hey! how're you ? ,1
228362,@heartlessdancer maddieee&lt;33 i miss ur crazyy cat woman butt ,1
228361,@heartless_stef hey how r u...sorry I haven't replied..but twitterberry be acting up! How was ur weekend? ,1
228359,@heartilei  That made me smile!) I hope too! I miss our diamond family...Diamond days..walang papantay!,1
228355,@Jodeenahh I still havent seen Charlie on confused.com advert =[ i keep seeing the same one. I've seen it on youtube though ,1
228354,@Jodee2601 What is earth hour? Have you been travelling in space Jo?!!  xx,1
228353,@Joddles ty  30 came way too quick,1
228352,"@Joddiiee thanks,  i didn' win x] shocker ;)",1
228351,@jodcast thanks for sharing the ? (photon) entry  ,1
228350,@Jodasaur thats sooo cool  I'm okay - hair stressing - but thats me for you  Was just looking at your flickr - you were blonde?!!!,1
228349,@Jodasaur I wrote my comment four times - it wouldnt let me comment hahaha - proves how much I love you  x,1
228348,@Jodasaur christian too  - I never knew that - heloooo there ,1
228345,"@jodabone Exactly, you know how that goes. ",1
228344,"@jodabone Cool, meet u there!  I'm gonna drive tho cause that's a long walk up the hill... lol. Before 9am they got Early Bird Specials.",1
228343,@JoCoWash Att iPhone page was down this morning ,1
228342,@jocope Or lack of oxygen!  Im currently rediscovering micheal Jackons 'dont stop till you get enough' which is grossly inappropriate...,1
228341,@jocope Lots of scones and tea - I was following your dietary advice from last week ,1
228340,"@jockmac yeah, noticed that 8000th Tweet - worked for me!! ",1
228339,@jockinKD like deoderant or bodily ugh*gag fluids lololol sorry dirty mind. Don't ever put figure it out urself. ,1
228338,@jocke Move your settings to your dropbox folder. ,1
228337,@jocke Cliffhanger! *suck* ,1
228336,@JocieGrossie Awwww you shoulda asked me long time ago! They're right by the LB airport. Behind the Wal-Mart on Carson and Paramount... ,1
228334,@joceycouture So excited your going ,1
228332,@JocelynWolff im so excited for the concert! ,1
228330,"@jocelynsyme Awesome catch up, yummy drinks and food  Thx for OTH 2 you're a champ  enjoy your night at home",1
228329,@jocelynseip Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,1
228328,"@JocelynnDrake Since your publicist never got back to me, I just entered. REALLY want to review it ",1
228326,@JocelynHWOOD I'm finally listening to Chroma! I absolutely love the singer's voice. Perfectly pitched ,1
228323,@joeymcintyre read mine mr mc..mine's the best ,1
228321,@joeymcintyre Peachy cuz u r in GA the peach state ,1
228320,@joeymcintyre OH OH ME ME ME!!! lets have a lunch date ,1
228318,"@joeymcintyre Nick &amp; parker say hi by the way,their my boys!my little one calls u oey!  ",1
228316,@joeymcintyre Love ya Joey  You Rock!!! xoxoxoxxoooxoo,1
228315,"@joeymcintyre LOL  I heard it was HOT!! Thanks again for recording 5 brothers and a million sisters, Love it!",1
228314,@joeymcintyre knight joe sweet dreams ,1
228313,"@joeymcintyre just teasin', ya know!  I'm happily enjoying this lovelllllyy Sunday! Might hit up the DQ. I need some ice cream.",1
228312,"@joeymcintyre Joey, please please if you could, send me back a reply im dieing im such a big fan, im going to the TO concert on sunday ",1
228309,@joeymcintyre I'm tingly- but sadly a long way away in Edinburgh!! LOL Have a great time  x,1
228308,@joeymcintyre i'm getting all nervous for tomorrow in Fairfax   See ya there ,1
228307,"@joeymcintyre I'd be there in a heartbeat if I could...but not job =no funds, but lack of funds can't stop the love we are all sending  ",1
228304,@joeymcintyre I was reading books 2day with my 10 month old god-daughter...there is no feeling like it.  Loved the vlog ,1
228302,@joeymcintyre i wanna come ,1
228300,@joeymcintyre I remember u would always do a show around this holiday weekend. memories mahasha ,1
228299,@joeymcintyre I made you this! Griffin/LGT.org Twitter background! Make sure you view full size image http://twitpic.com/6rtaf! ,1
228298,@joeymcintyre I lke it when u tlk that way! hope u guys get out &amp; c sme of hotlanta 2nght ,1
228297,"@joeymcintyre I know this may be a little late, but I was able to resize your background pic, so it would tile perfectly on ur background ",1
228296,@joeymcintyre i hope you're having sweet dreams! you definitely make mine sweet!  xoxo,1
228294,@joeymcintyre I have to be in San Francisco this week unfortunately but I will see you in Miami!  ,1
228290,@JocelynB81 A full calendar ,1
228288,"@Jocelyn_Heins  Yeah I'm going for pre Aryans [a bit], Aryans [a lot], cosmo argo and problem of evil. Woo-diddly-hoo.",1
228286,"@JOCCITY lol yeah, 2 more ppl just followed me so who really knows! people love people who actually reply &amp; have convos ",1
228285,@jocastawilliams @davideisert I am sure Mr Eisert will be happy to hear that you joined. ,1
228284,@Jocassels You're welcome. ,1
228282,"@Jocassels helloooo i am very well thanks, gorgeous morning and a day off  OH grumpy though!",1
228280,@jocalling Anytime ,1
228276,@jobsworth I've noticed they don't have a high SLA on the for repair service on that display ,1
228274,@jobsworth @dahowlett wise words as always JP ,1
228273,@jobstarter thank you ,1
228272,"@jobshuk If you need any help with the short translation project, just let me know ",1
228270,"@jobrosluva Hey, thanks for following me. U r awesome. I love your tweets. U shoot it straight at JG and I like that. ",1
228267,@JoBroSelenaDemi not much just watching this weird show on mtv haha ,1
228266,@JoBroGirl25 haha yeah. it would be awesome though!!  youre welcome.,1
228264,@JOBOBEAR He's amazing all the time. Rofl ,1
228263,@Jobmuscroft Just about did it ,1
228262,@jobincantony nannayi ezhuthi ennu paranju. Maths tough aayirunnathre....Thaks for asking ,1
228259,@jobelleasto Saw your tumblr pics.! You're lookin so grown pretty lady! ,1
228255,@jobaxphilxianxo ill be at work but ill try to keep u updated as best i can! ,1
228253,@joeymcintyre I bet all my $ on JONES BEACH! ,1
228252,@joeymcintyre I already recruited ppl from my work to donate. I'll bring the donations with me to the concert in July. ,1
228250,@JoeyMcIntyre http://twitpic.com/6h6aw - Me likey a lot ,1
228249,"@JoeyMcIntyre http://twitpic.com/6h6aw - HOT stuff....D Dub, you make me weak in the knees baby..22 years ",1
228246,@joeymcintyre hope you are following John Mayer. hahaha! you have GOT to see this! ,1
228244,@joeymcintyre Hi Joey Just Wonted To Send You Some Love ,1
228242,"@joeymcintyre hey, we're chatting with Rob ",1
228240,@joeymcintyre hey joey   my Birthday is in two days! ,1
228237,"@joeymcintyre hey baby!!   bow was rehearsal today? Recap? (via @BTBTB_25) bow=how, hee",1
228236,@joeymcintyre Have a great show tonight!!  Enjoy your brief time off too!!  I appreciate all you've done for all of us   Jenn from Vic!!,1
228235,"@joeymcintyre Good night, Joe. Hugs. ",1
228234,@joeymcintyre Good Morning babe` u have been kinda quite on da` boat! Letting Jordan &amp; Jon do all the Tweeting..hahah  wanna hear u!Carmen,1
228233,@joeymcintyre good luck tonight joe. y'all did a wondergul job in atlanta. hopw to see you back next yr... ,1
228232,@joeymcintyre Get ready to take it to another level...party starts tonight! No sleep til Monday ,1
228229,@joeymcintyre BEE GIRL HERE! I can't wait to see ya buddy &amp; I'll try to get my book donations to every show I do! Hope u are having fun! ,1
228228,"@joeymcintyre Awww, how sweet!  I love you too   ..... how many people sent you the Rod Stewart clip from youtube?!  LOL!",1
228225,"@joeymcintyre @jordanknight You boys get some rest, good night ",1
228223,@joeymcintyre  PLEASE send some nectar to us UK girls  Joe ?!   xxxx  ,1
228220,"@joeymcintyre  made my donation online yesterday, and ordering my tshirt!!!  xxxxxx  UK",1
228219,@joeymcintyre  Love ya! Have a good one! ,1
228217,@joeymcintyre  http://bit.ly/195qq0 Going 2 keep tweeting it till I get a reply!! ,1
228216,@joeymcintyre - Hey Joe! How about acension?   That's what you guys keep celebrating! Right?,1
228215,@joeymcintyre  Greece is ready for a &quot;Full service&quot;!!!! Joey please do something for that!!! ,1
228214,"@joeymcintyre  CAN'T WAIT TO GET BACL TO CHICAGO, CAN YOU  MAC................... AHHHHH, THE GOOD OLE DAY'S...... ",1
228211,"@JoeyMartelli hahaha, paulene starts exams this friday. i'm so happy i don't have school!  and i might go down the shore this thursday. ",1
228210,@joeymarieward I wish it was warmer here in South Dakota so I could go to the pool!  have fun!,1
228209,"@joeymagnumryan I'd do it, but than you'd expect it everytime you need saving ",1
228207,@JoeyLondon good night! we just start the day ,1
228203,@JoeyHomza ill have to add u ,1
228199,@Joeydonahue hahah i'm about to go to bed because me and hana have strengh and conditioning at 8. but i just got off myspace ,1
228198,@JoeyDivision you never fail to amuse me ,1
228196,@joeybravo13 Not everyone can be a Longhorn.  Glad that you got a chance to meet Mr. Black and we hope to see you again soon!,1
228193,@joeybilancia i just drove by taco bell dropping john off at home.. i thought of u. just thought id let u kno ,1
228191,@joeybearlover hey! ,1
228190,@joeybaker Good idea. I'll see if I can do that this weekend. P.S. you should follow me so I can dm you ,1
228186,@heartfeltme thx for the congrats but it was @charmimsy who was featured ... I just designed her shop graphics ,1
228183,@HeartDog It's a great show.  Did you know Victoria is on Twitter? (@ItsMeOrTheDog),1
228182,@heartcornbread i am truly excited! You ladies give off the most beautiful vibes  I will def be bringing u with us in my pocket,1
228180,@HeartConverse ounds real good save me some ,1
228179,@heartconverse  e dear to you to bless you with something or someone else.. all will be fine ,1
228175,@heartbrken4evr It was pretty good ,1
228174,"@HeartBreakV Imma have to say a 1968 Cobra, Cherry Red outside with White leather buckets seats w/the cherry trim ",1
228170,@HeartbreakJulio Your my food soul mate I know these things ,1
228169,@Heartbreakers PASSED ALL MY UNI EXAMS  thanks for getting me through all the revising ,1
228168,@heartandhome hey....30 isn't that bad. And I don't consider myself  in an old persons group. We are still young ,1
228166,"@Heart_song Glad you had a wondrous Beltaine! Mine was quiet, yet in sync with the season.  Miss you all...",1
228165,@heart_life I think u should tell them u'll make a decision in the next few days and wait...unless this was the one u REALLY wanted ,1
228164,@heart_3boys thank you! ,1
228163,"@hearsmusic it really is somewhere between Freaks &amp; Geeks and HSM, which I don't mean to damn it.  ",1
228160,@HearingDogs I'm guessing it wasn't dry dog food ,1
228159,@HearingDogs Can we see? ,1
228158,"@heaptweets hello, heaptweets. sooo, would we know by now if our tweet was going to be used in the biog? ",1
228157,@Healtrap Буду �?тарать�?�?...и что �?амое главное &quot;подкачаю&quot; �?илу воли ,1
228156,@HealthyVoyager and a partridge in a pear tree? ,1
228155,@healthyperson Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
228151,@joeyalarrilla A Bit of Fry &amp; Laurie is a must-see  There are heaps on youtube but the discs are a must-have too.,1
228150,@joeyalarilla Yes. Hahahaha. Will definitely keep you young. I think it's designed for 7yos. ) But it's really fun talaga. ,1
228149,"@joeyalarilla hmm, hard to think of anyone bigger than @oprah, hehehe. Most likely stars with a lot to say, maybe Paris Hilton ",1
228148,"@Joey_Smith - If you're teaching it, you darn well better be there!  LOL!  ",1
228146,@joexxx you alright joe?! Anything happen beside you.. hope ur safe ,1
228144,@joewhite89 joe have u got the off app? I love it! Sleeps locks restarts or turns ur p.c or mac off from ur iPhone with a single touch ,1
228140,"@JoeUgly PS, pick me up a copy of Battle for the Cowl #3 while you're there ",1
228139,@JoeTurksta Haha Houdini ? Swore you were following.. Guess my eyes were deceiving.. Ngeaht. Nothing but love ,1
228137,@joetteharkins hi cuz  good luck on the house hunting!!!,1
228135,@JoeTrippi It's not a criticism. Just a observation ,1
228134,"@JoeTortuga Awesome, might poke you later on, if you're still ingame!  (IGN: Katisha on Windfola)",1
228133,"@JoeTheProducer Thank you my new friend for the McLovin'  @JoeTheProducer: Entertaining, engaging and fun. ---&gt;@DrAngelique",1
228132,@JoeTheProducer My pleasure Joe. Mean every word   #FollowFriday,1
228131,"@joethemusician Thank you,  Have a great day, Love you.  I'm going to take a nap with Mom,, maybe even sleep.  ",1
228127,"@joethedrummer hmm, you doin some interesting following!..gonna dip into them for starters and see where I end up! ",1
228125,@JoeTheDon Follow me! ,1
228124,@JoeTampa Thanks for the #followfriday recommendation!!! ,1
228123,@joeswan82 WPF flame wars! ,1
228122,@JOEsus YAY the first illness you get that is not because of some kind of sexual activity! ,1
228119,@jobangels new changes to the site going up over the next few days  #jobsphere - 3 new jobs posted @ http://www.jobsphere.org/ #jobangels,1
228118,@Joball721 i've booked it ,1
228117,@jobadge thank you! Needs a lot of work but already a billion times better! ,1
228116,@jobadge now there's a case where funding has actually gone to the right place ,1
228115,@jobadge @AJCann Sure no probs. Just whenever suits yourselves as I'm on campus all week now! ,1
228114,@jobadder It's a part of our shitty CRM. Why don't you stop building jobadder and start building a great recruitment CRM? ,1
228112,@joasakura Thanks! have a great weekend.  ,1
228111,"@joaquinuy  Mongrel is the canadian distributor, and it's coming out on dvd next week in canada already in cinemas.  saw it many times ",1
228110,@joaosolution welcome JB! ,1
228109,@joaomamedes Follow now ,1
228107,"@joaocalistro Yeah, it seems so. Not so accurate but still I liked the service ",1
228106,"@joaocalistro mine was good, wet but good ",1
228105,@joanvaughan Lol that's a new one! Yay! Steely-eyed missle woman am I! ,1
228103,@joansprinkle I'd be happy to help you figure it out ,1
228102,@JoanRivers___ Way to go ,1
228101,@JoanRivers___ Joan ur a rockstar! every gay in america is chearing for you! ,1
228100,"@joannyyx3 coz, idk. But i made it better  Naw, he does not. He's lame, haha ^^",1
228099,@joannyyx3 :O  thankk you!! yoou have a pretty nice dang hair yourself!!  i love yourr hellokitty necklace! xD :O -steals itt!,1
228098,@joannya thank you ,1
228095,@joannnnn  prom kids are so cute!  and cute for you guys ,1
228094,"@JoannMS Hey!  Feel better, well I hope you feel happier   Have an awesome rest of the day!!",1
228093,@Joannevance Morning there. ,1
228092,@joanneteh Never mind. What are you doing in Friday afternoon? It's just hard to get motivation for work. ,1
228090,@joannesmedley Principally Acts 2 but bringing in a bit of John 15: the Holy Spirit as Advocate.  ,1
228089,"@joannesmedley For example, after a break of a microsecond, I can see the word &quot;piece&quot; would have worked so much better in previous tweet ",1
228088,"@joannesmedley /// Just been looking on the met site and should have passed over within the hour, hopefully  ",1
228087,"@joannesmedley  Darn,t mention what i,ve had for tea as i may get the butchers following me ha ha ",1
228083,@JoanneRK  No Had a huge fry up lol ,1
228082,@healthy_recipes Awesome! Looking forward to yours as well. ,1
228081,"@healthwarrior A watched pot never boiled, mate - distraction is the name of the game ",1
228080,@healthandlife Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1
228077,@health_goddess_ same live and work in paradise ,1
228076,@Health_Coach likewise doc ,1
228075,@HealerAvalaura p.s. I'm Libra I hear we're supposed to get along ,1
228074,@HealerAvalaura I agree that I should. I will do just that. ,1
228073,@Heajer_aka_Jouu Yh I promess you it's a wonderfull movie to watch especially with your BBF or smth...Sue started too...GOOD LUCK ,1
228072,@Heajer_aka_Jouu it was good!  lol,1
228071,"@headtotail Could be a Rottweiler mix as well because of the color of the head, and ears and the brown eyebrows. ",1
228070,"@headstop thanks  still in the same building, but just a different department so it's gotten me all disoriented!",1
228069,@headstop 3 more followers needed ,1
228068,"@headsparks you know what, every one of those MacBooks and MacBook Pro's have internet &amp; a webcam! Just sorta hard to hear video chat ",1
46346356,I am so happy today,1
384952,Are you very happy as I am?,1
348534,oh happy day,1
398434,I am a product of joy and happiness,1
3523,I am happy,1
4245234,happy happy glad ,1
42245234,congratulation next level,1
34452,"You won’t find me ever saying good things about Connors. He was pictured with a rapist and someone who said young girls are raped on purpose, meaning using your logic he supports both of those things, don’t you agree?",0
54453,"The doc office just asked my sexual orientation, and if my husband beats me or rapes me. Hrm. Maybe I’mat the wrong place.",0
462346,"Yep...first guy who molested me, I was 16 he was 42.  A year later I was raped by another guy.  He was 36.  They know exactly what they are doing...yet still they do it.",0
427234,Jerry Raped me too.. when I was a child.. he's also a pedophile rapist,0
46264,"""I thought about the situation and 50 years later at the height of his career I think he raped me""",0
657257,jesus h christ. you are boring. at this point i’m just replying because i honestly feel like it’s your only social interaction; i kinda feel bad for you sweetheart. at least tell me he killed and raped people,0
456734,Your column Fri. My husband beats and abuses me but sometimes he cooks dinner and cleans so that's why I stay with him.,0
485434,So better place means everything is great?  It’s a better place for rich white people so of course they and those like them would think that.  That’s like a abused wife saying “my husband beats me but look at other counties where I’d get stoned for speaking my mind”,0
8524578,I can’t even believe any of this shit. You don’t even have to agree with me but what about the 9 other girls. The one that was raped unconscious in the back of his car? The ex girlfriend that he forcefully fingered. How many fucking women does it take. Fuck you all,0
56342474,He never raped me but you know the things he did to me when we fucked to imitate jared raping me so 😂 its no better lmao. But i dont give a fuck just keep my friends name out your mouth before i gotta catch a flight and show you how it pop off,0
45673445,Good cause I'll save my super powers to help me beat his azz and still marry you and now that I know I'm gone assume he raped you and have someone or I put a bullet hole in his head makes no difference with me,0
7846453573,"Mr Aniete, he raped me.",0
4345364,I am happy,1
76457345,I am so happy,1
433724,I am very happy,1
453632,happy I am today,1
768345,HAPPY,1
4534563,am happy,1
352346,I'm unhappy,0
6573456,unhappy day for me,0
75565,am I unhappy?,0
656784,I am unhappy,0
45634,my leg hurts hurt hurt,0
6445345,pain in my body and stomach,0
565465,hurts hurts here and there,0
345345,emotional pains,0
